creator_id,platform,name,channel_id,country,language,category,subscribers,avg_views,engagement_rate,recent_video_ids,last_30d_uploads
creator_315,youtube,Creator 315,UC000315270,ID,en,Gaming,383722,84483,0.09067166133682614,"['vid_315_0', 'vid_315_1', 'vid_315_2', 'vid_315_3']",9
creator_316,youtube,Creator 316,UC000316311,GB,id,Tech,436841,140231,0.03464187567083807,"['vid_316_0', 'vid_316_1', 'vid_316_2', 'vid_316_3', 'vid_316_4', 'vid_316_5', 'vid_316_6']",14
creator_317,youtube,Creator 317,UC000317511,US,zh,Education,357239,95971,0.09887743315635736,"['vid_317_0', 'vid_317_1']",15
creator_318,youtube,Creator 318,UC000318989,IN,ms,Design,320762,85525,0.03367056768636967,"['vid_318_0', 'vid_318_1', 'vid_318_2', 'vid_318_3', 'vid_318_4', 'vid_318_5', 'vid_318_6']",7
creator_319,youtube,Creator 319,UC000319332,US,en,Tech,162858,12745,0.101816922865324,"['vid_319_0', 'vid_319_1', 'vid_319_2', 'vid_319_3']",14
creator_320,youtube,Creator 320,UC000320867,US,en,Gaming,395101,50376,0.040468616854284704,"['vid_320_0', 'vid_320_1']",4
creator_321,youtube,Creator 321,UC000321858,SG,id,Gaming,238307,23976,0.12182162855771116,"['vid_321_0', 'vid_321_1', 'vid_321_2', 'vid_321_3', 'vid_321_4', 'vid_321_5', 'vid_321_6']",6
creator_322,youtube,Creator 322,UC000322216,US,ms,Education,211371,27265,0.1268113263719798,"['vid_322_0', 'vid_322_1', 'vid_322_2']",5
creator_323,youtube,Creator 323,UC000323218,DE,id,Design,48696,5583,0.02759980762316469,"['vid_323_0', 'vid_323_1', 'vid_323_2', 'vid_323_3', 'vid_323_4']",14
creator_324,youtube,Creator 324,UC000324797,IN,ms,Tech,7898,1291,0.11487650671959244,"['vid_324_0', 'vid_324_1', 'vid_324_2', 'vid_324_3', 'vid_324_4', 'vid_324_5']",12
creator_325,youtube,Creator 325,UC000325734,SG,zh,Tech,215880,18143,0.04615256824882742,"['vid_325_0', 'vid_325_1', 'vid_325_2', 'vid_325_3']",2
creator_326,youtube,Creator 326,UC000326681,GB,en,Education,466851,154601,0.10546794015942484,"['vid_326_0', 'vid_326_1', 'vid_326_2']",5
creator_327,youtube,Creator 327,UC000327597,MY,en,Gaming,487558,44847,0.03804162553498902,"['vid_327_0', 'vid_327_1']",13
creator_328,youtube,Creator 328,UC000328983,US,en,Tech,202436,49534,0.058455715008576443,"['vid_328_0', 'vid_328_1', 'vid_328_2', 'vid_328_3', 'vid_328_4', 'vid_328_5']",3
creator_329,youtube,Creator 329,UC000329585,MY,ms,Gaming,432649,134940,0.06302600819257809,"['vid_329_0', 'vid_329_1', 'vid_329_2', 'vid_329_3', 'vid_329_4']",14
creator_330,youtube,Creator 330,UC000330152,SG,en,AI,275730,25651,0.09292341812307474,"['vid_330_0', 'vid_330_1', 'vid_330_2', 'vid_330_3', 'vid_330_4']",4
creator_331,youtube,Creator 331,UC000331277,ID,en,Tech,125873,34692,0.07949947023062869,"['vid_331_0', 'vid_331_1', 'vid_331_2', 'vid_331_3', 'vid_331_4']",6
creator_332,youtube,Creator 332,UC000332894,MY,en,AI,30388,3813,0.07133476252742196,"['vid_332_0', 'vid_332_1']",3
creator_333,youtube,Creator 333,UC000333973,DE,en,Design,310261,39815,0.033068951842033595,"['vid_333_0', 'vid_333_1', 'vid_333_2', 'vid_333_3', 'vid_333_4', 'vid_333_5', 'vid_333_6']",12
creator_334,youtube,Creator 334,UC000334180,GB,en,Gaming,17405,5546,0.1385740468536515,"['vid_334_0', 'vid_334_1', 'vid_334_2', 'vid_334_3']",3
creator_335,youtube,Creator 335,UC000335527,ID,en,AI,496008,44094,0.010728294290924971,"['vid_335_0', 'vid_335_1', 'vid_335_2', 'vid_335_3']",9
creator_336,youtube,Creator 336,UC000336622,MY,en,AI,43642,5938,0.02765643759630839,"['vid_336_0', 'vid_336_1', 'vid_336_2']",9
creator_337,youtube,Creator 337,UC000337644,SG,ms,Tech,272582,65283,0.12419445553772186,"['vid_337_0', 'vid_337_1', 'vid_337_2', 'vid_337_3']",10
creator_338,youtube,Creator 338,UC000338339,GB,en,Design,456496,126914,0.08809637796890969,"['vid_338_0', 'vid_338_1', 'vid_338_2', 'vid_338_3']",0
creator_339,youtube,Creator 339,UC000339892,US,ms,Gaming,146095,45354,0.04880987462001685,"['vid_339_0', 'vid_339_1', 'vid_339_2', 'vid_339_3', 'vid_339_4', 'vid_339_5', 'vid_339_6']",2
creator_340,youtube,Creator 340,UC000340331,IN,ms,AI,148897,28583,0.1074608895100684,"['vid_340_0', 'vid_340_1', 'vid_340_2', 'vid_340_3', 'vid_340_4']",14
creator_341,youtube,Creator 341,UC000341827,US,zh,Design,328690,54318,0.03153665695098845,"['vid_341_0', 'vid_341_1', 'vid_341_2', 'vid_341_3', 'vid_341_4']",1
creator_342,youtube,Creator 342,UC000342725,ID,en,AI,451581,142276,0.08877130505384696,"['vid_342_0', 'vid_342_1']",14
creator_343,youtube,Creator 343,UC000343274,SG,ms,Education,121710,38934,0.09327113495596255,"['vid_343_0', 'vid_343_1', 'vid_343_2', 'vid_343_3', 'vid_343_4', 'vid_343_5']",11
creator_344,youtube,Creator 344,UC000344286,MY,en,Education,274907,106392,0.08665409821639676,"['vid_344_0', 'vid_344_1', 'vid_344_2']",11
creator_345,youtube,Creator 345,UC000345396,ID,id,Design,369441,84003,0.017399295304906,"['vid_345_0', 'vid_345_1']",11
creator_346,youtube,Creator 346,UC000346377,ID,en,Gaming,201632,20853,0.05084512223681161,"['vid_346_0', 'vid_346_1', 'vid_346_2', 'vid_346_3', 'vid_346_4']",15
creator_347,youtube,Creator 347,UC000347183,SG,en,Education,29496,7681,0.06927069361985384,"['vid_347_0', 'vid_347_1', 'vid_347_2', 'vid_347_3', 'vid_347_4', 'vid_347_5']",0
creator_348,youtube,Creator 348,UC000348258,SG,zh,AI,415791,140783,0.041695278638440865,"['vid_348_0', 'vid_348_1', 'vid_348_2']",12
creator_349,youtube,Creator 349,UC000349344,IN,zh,Education,57915,18806,0.056617975443260665,"['vid_349_0', 'vid_349_1', 'vid_349_2', 'vid_349_3']",2
creator_350,youtube,Creator 350,UC000350446,MY,id,Tech,344825,118083,0.12429254575306292,"['vid_350_0', 'vid_350_1', 'vid_350_2']",15
creator_351,youtube,Creator 351,UC000351390,GB,en,AI,201401,77240,0.014537149462729902,"['vid_351_0', 'vid_351_1']",13
creator_352,youtube,Creator 352,UC000352123,GB,en,Education,382911,50307,0.14891248302381344,"['vid_352_0', 'vid_352_1', 'vid_352_2', 'vid_352_3', 'vid_352_4']",1
creator_353,youtube,Creator 353,UC000353266,ID,id,Gaming,234047,68438,0.04296651516530514,"['vid_353_0', 'vid_353_1', 'vid_353_2', 'vid_353_3', 'vid_353_4']",13
creator_354,youtube,Creator 354,UC000354823,ID,en,Design,481996,136747,0.04349762265444206,"['vid_354_0', 'vid_354_1', 'vid_354_2']",1
creator_355,youtube,Creator 355,UC000355194,US,en,Gaming,64993,25487,0.10802036866397347,"['vid_355_0', 'vid_355_1', 'vid_355_2', 'vid_355_3']",7
creator_356,youtube,Creator 356,UC000356994,MY,id,Education,187055,10794,0.07073834482089426,"['vid_356_0', 'vid_356_1']",6
creator_357,youtube,Creator 357,UC000357517,DE,en,Education,447975,46426,0.06279552909596096,"['vid_357_0', 'vid_357_1', 'vid_357_2', 'vid_357_3']",6
creator_358,youtube,Creator 358,UC000358643,GB,id,Tech,210352,15840,0.11396362149854207,"['vid_358_0', 'vid_358_1', 'vid_358_2', 'vid_358_3', 'vid_358_4']",13
creator_359,youtube,Creator 359,UC000359383,ID,zh,Gaming,64916,24845,0.11905863421300956,"['vid_359_0', 'vid_359_1', 'vid_359_2', 'vid_359_3', 'vid_359_4', 'vid_359_5', 'vid_359_6']",9
creator_360,youtube,Creator 360,UC000360861,SG,zh,Education,429587,120390,0.13322019195581777,"['vid_360_0', 'vid_360_1', 'vid_360_2']",4
creator_361,youtube,Creator 361,UC000361245,DE,id,Design,427514,51028,0.10942862200241094,"['vid_361_0', 'vid_361_1', 'vid_361_2', 'vid_361_3']",4
creator_362,youtube,Creator 362,UC000362535,GB,en,Education,17972,1706,0.131343137482017,"['vid_362_0', 'vid_362_1', 'vid_362_2', 'vid_362_3', 'vid_362_4', 'vid_362_5']",10
creator_363,youtube,Creator 363,UC000363458,IN,en,Education,301177,88217,0.06758671016070512,"['vid_363_0', 'vid_363_1']",6
creator_364,youtube,Creator 364,UC000364122,SG,zh,AI,10478,1333,0.05879437891357277,"['vid_364_0', 'vid_364_1', 'vid_364_2', 'vid_364_3']",0
creator_365,youtube,Creator 365,UC000365783,ID,en,Design,24052,3027,0.11970667614007262,"['vid_365_0', 'vid_365_1', 'vid_365_2']",15
creator_366,youtube,Creator 366,UC000366153,ID,en,Tech,348602,71272,0.1396179355939884,"['vid_366_0', 'vid_366_1', 'vid_366_2']",8
creator_367,youtube,Creator 367,UC000367432,IN,ms,Tech,188996,30506,0.10098533935438397,"['vid_367_0', 'vid_367_1', 'vid_367_2', 'vid_367_3', 'vid_367_4', 'vid_367_5']",9
creator_368,youtube,Creator 368,UC000368105,GB,en,Tech,75396,28536,0.14292192094595174,"['vid_368_0', 'vid_368_1', 'vid_368_2', 'vid_368_3']",6
creator_369,youtube,Creator 369,UC000369691,US,en,Gaming,126277,37265,0.07108139882285691,"['vid_369_0', 'vid_369_1', 'vid_369_2', 'vid_369_3', 'vid_369_4', 'vid_369_5', 'vid_369_6']",11
creator_370,youtube,Creator 370,UC000370961,US,ms,Tech,446616,144814,0.12458915029297711,"['vid_370_0', 'vid_370_1']",2
creator_371,youtube,Creator 371,UC000371217,MY,ms,Tech,454623,177863,0.10405110581597835,"['vid_371_0', 'vid_371_1', 'vid_371_2', 'vid_371_3', 'vid_371_4']",12
creator_372,youtube,Creator 372,UC000372432,DE,en,Design,257223,51028,0.016403692253590035,"['vid_372_0', 'vid_372_1', 'vid_372_2']",3
creator_373,youtube,Creator 373,UC000373913,IN,en,Design,381273,123856,0.03270818263071542,"['vid_373_0', 'vid_373_1', 'vid_373_2', 'vid_373_3', 'vid_373_4', 'vid_373_5', 'vid_373_6']",2
creator_374,youtube,Creator 374,UC000374467,GB,id,Education,499526,162314,0.14195176086253602,"['vid_374_0', 'vid_374_1', 'vid_374_2', 'vid_374_3']",1
creator_375,youtube,Creator 375,UC000375399,ID,en,Tech,400436,23268,0.09396467444872615,"['vid_375_0', 'vid_375_1', 'vid_375_2', 'vid_375_3']",6
creator_376,youtube,Creator 376,UC000376851,US,en,Design,159351,33519,0.07702804684595754,"['vid_376_0', 'vid_376_1', 'vid_376_2', 'vid_376_3', 'vid_376_4']",10
creator_377,youtube,Creator 377,UC000377906,GB,en,Tech,292343,109873,0.050338116801696545,"['vid_377_0', 'vid_377_1', 'vid_377_2', 'vid_377_3']",14
creator_378,youtube,Creator 378,UC000378999,GB,en,AI,410558,135521,0.08733709330130515,"['vid_378_0', 'vid_378_1', 'vid_378_2']",4
creator_379,youtube,Creator 379,UC000379868,GB,en,AI,382745,30971,0.12464125076923192,"['vid_379_0', 'vid_379_1', 'vid_379_2', 'vid_379_3']",2
creator_380,youtube,Creator 380,UC000380943,GB,en,Tech,52988,4302,0.058364009916006813,"['vid_380_0', 'vid_380_1', 'vid_380_2', 'vid_380_3', 'vid_380_4', 'vid_380_5', 'vid_380_6']",14
creator_381,youtube,Creator 381,UC000381371,GB,en,Tech,108807,25766,0.12185386495299211,"['vid_381_0', 'vid_381_1', 'vid_381_2', 'vid_381_3']",13
creator_382,youtube,Creator 382,UC000382782,IN,id,Tech,160485,30068,0.02807206551688047,"['vid_382_0', 'vid_382_1', 'vid_382_2']",7
creator_383,youtube,Creator 383,UC000383856,DE,en,Gaming,363354,25610,0.017771486571332887,"['vid_383_0', 'vid_383_1', 'vid_383_2', 'vid_383_3', 'vid_383_4']",11
creator_384,youtube,Creator 384,UC000384477,US,en,Gaming,87437,9159,0.08655078346162154,"['vid_384_0', 'vid_384_1', 'vid_384_2', 'vid_384_3']",12
creator_385,youtube,Creator 385,UC000385559,SG,zh,AI,282324,29133,0.030038293434785632,"['vid_385_0', 'vid_385_1']",5
creator_386,youtube,Creator 386,UC000386491,SG,id,Design,159504,38886,0.10715103933583701,"['vid_386_0', 'vid_386_1']",12
creator_387,youtube,Creator 387,UC000387312,MY,zh,Design,154483,24755,0.1364042284278219,"['vid_387_0', 'vid_387_1', 'vid_387_2', 'vid_387_3', 'vid_387_4', 'vid_387_5', 'vid_387_6']",0
creator_388,youtube,Creator 388,UC000388655,DE,en,AI,197394,43323,0.08079678070123104,"['vid_388_0', 'vid_388_1', 'vid_388_2', 'vid_388_3', 'vid_388_4', 'vid_388_5', 'vid_388_6']",3
creator_389,youtube,Creator 389,UC000389814,IN,ms,Education,112674,35080,0.014907378704979986,"['vid_389_0', 'vid_389_1', 'vid_389_2', 'vid_389_3']",12
creator_390,youtube,Creator 390,UC000390456,DE,id,Design,324370,20836,0.0433198382505534,"['vid_390_0', 'vid_390_1', 'vid_390_2']",1
creator_391,youtube,Creator 391,UC000391520,ID,id,Education,486659,150406,0.03142717077534452,"['vid_391_0', 'vid_391_1']",14
creator_392,youtube,Creator 392,UC000392526,ID,ms,Education,318029,70499,0.07146844018698133,"['vid_392_0', 'vid_392_1', 'vid_392_2']",12
creator_393,youtube,Creator 393,UC000393849,SG,id,Tech,326105,99673,0.014349905446386667,"['vid_393_0', 'vid_393_1', 'vid_393_2']",15
creator_394,youtube,Creator 394,UC000394225,US,zh,Education,117344,9427,0.06645516120988633,"['vid_394_0', 'vid_394_1', 'vid_394_2', 'vid_394_3', 'vid_394_4', 'vid_394_5']",4
creator_395,youtube,Creator 395,UC000395136,SG,en,Design,34675,7018,0.13933577886361914,"['vid_395_0', 'vid_395_1', 'vid_395_2', 'vid_395_3', 'vid_395_4', 'vid_395_5', 'vid_395_6']",9
creator_396,youtube,Creator 396,UC000396145,DE,en,Design,127637,31845,0.04691240283635998,"['vid_396_0', 'vid_396_1', 'vid_396_2', 'vid_396_3', 'vid_396_4', 'vid_396_5']",7
creator_397,youtube,Creator 397,UC000397948,ID,en,AI,96518,36857,0.08712941767127903,"['vid_397_0', 'vid_397_1', 'vid_397_2', 'vid_397_3', 'vid_397_4', 'vid_397_5']",9
creator_398,youtube,Creator 398,UC000398522,ID,zh,Tech,314396,32064,0.0778711718704787,"['vid_398_0', 'vid_398_1', 'vid_398_2', 'vid_398_3', 'vid_398_4']",13
creator_399,youtube,Creator 399,UC000399822,IN,ms,AI,27924,10209,0.021929562990942418,"['vid_399_0', 'vid_399_1', 'vid_399_2', 'vid_399_3', 'vid_399_4', 'vid_399_5']",3
